Province,Country,Lat,Long,date,cases,type
,Colombia,4.5709,-74.2973,09/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,10/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,11/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,12/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,13/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,14/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,15/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,16/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,17/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,18/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,19/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,20/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,21/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,22/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,23/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,24/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,25/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,26/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,27/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,28/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,29/02/2020,0,confirmed
,Colombia,4.5709,-74.2973,01/03/2020,0,confirmed
,Colombia,4.5709,-74.2973,02/03/2020,0,confirmed
,Colombia,4.5709,-74.2973,03/03/2020,0,confirmed
,Colombia,4.5709,-74.2973,04/03/2020,0,confirmed
,Colombia,4.5709,-74.2973,05/03/2020,0,confirmed
,Colombia,4.5709,-74.2973,06/03/2020,1,confirmed
,Colombia,4.5709,-74.2973,07/03/2020,0,confirmed
,Colombia,4.5709,-74.2973,08/03/2020,0,confirmed
,Colombia,4.5709,-74.2973,09/03/2020,0,confirmed
,Colombia,4.5709,-74.2973,10/03/2020,2,confirmed
,Colombia,4.5709,-74.2973,11/03/2020,6,confirmed
,Colombia,4.5709,-74.2973,12/03/2020,0,confirmed
,Colombia,4.5709,-74.2973,13/03/2020,4,confirmed
,Colombia,4.5709,-74.2973,14/03/2020,9,confirmed
,Colombia,4.5709,-74.2973,15/03/2020,12,confirmed
,Colombia,4.5709,-74.2973,16/03/2020,20,confirmed
,Colombia,4.5709,-74.2973,17/03/2020,11,confirmed
,Colombia,4.5709,-74.2973,18/03/2020,28,confirmed
,Colombia,4.5709,-74.2973,19/03/2020,9,confirmed
,Colombia,4.5709,-74.2973,20/03/2020,26,confirmed
,Colombia,4.5709,-74.2973,21/03/2020,68,confirmed
,Colombia,4.5709,-74.2973,22/03/2020,35,confirmed
,Colombia,4.5709,-74.2973,23/03/2020,46,confirmed
,Colombia,4.5709,-74.2973,24/03/2020,101,confirmed
,Colombia,4.5709,-74.2973,25/03/2020,92,confirmed
,Colombia,4.5709,-74.2973,26/03/2020,21,confirmed
,Colombia,4.5709,-74.2973,27/03/2020,48,confirmed
,Congo (Brazzaville),-4.0383,21.7587,22/01/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,23/01/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,24/01/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,25/01/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,26/01/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,27/01/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,28/01/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,29/01/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,30/01/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,31/01/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,01/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,02/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,03/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,04/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,05/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,06/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,07/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,08/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,09/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,10/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,11/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,12/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,13/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,14/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,15/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,16/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,17/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,18/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,19/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,20/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,21/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,22/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,23/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,24/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,25/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,26/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,27/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,28/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,29/02/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,01/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,02/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,03/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,04/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,05/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,06/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,07/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,08/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,09/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,10/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,11/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,12/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,13/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,14/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,15/03/2020,1,confirmed
,Congo (Brazzaville),-4.0383,21.7587,16/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,17/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,18/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,19/03/2020,2,confirmed
,Congo (Brazzaville),-4.0383,21.7587,20/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,21/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,22/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,23/03/2020,1,confirmed
,Congo (Brazzaville),-4.0383,21.7587,24/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,25/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,26/03/2020,0,confirmed
,Congo (Brazzaville),-4.0383,21.7587,27/03/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,22/01/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,23/01/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,24/01/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,25/01/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,26/01/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,27/01/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,28/01/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,29/01/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,30/01/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,31/01/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,01/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,02/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,03/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,04/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,05/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,06/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,07/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,08/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,09/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,10/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,11/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,12/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,13/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,14/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,15/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,16/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,17/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,18/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,19/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,20/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,21/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,22/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,23/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,24/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,25/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,26/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,27/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,28/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,29/02/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,01/03/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,02/03/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,03/03/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,04/03/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,05/03/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,06/03/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,07/03/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,08/03/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,09/03/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,10/03/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,11/03/2020,1,confirmed
,Congo (Kinshasa),-4.0383,21.7587,12/03/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,13/03/2020,1,confirmed
,Congo (Kinshasa),-4.0383,21.7587,14/03/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,15/03/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,16/03/2020,0,confirmed
,Congo (Kinshasa),-4.0383,21.7587,17/03/2020,1,confirmed
,Congo (Kinshasa),-4.0383,21.7587,18/03/2020,1,confirmed
,Congo (Kinshasa),-4.0383,21.7587,19/03/2020,10,confirmed
,Congo (Kinshasa),-4.0383,21.7587,20/03/2020,4,confirmed
,Congo (Kinshasa),-4.0383,21.7587,21/03/2020,5,confirmed
,Congo (Kinshasa),-4.0383,21.7587,22/03/2020,7,confirmed
,Congo (Kinshasa),-4.0383,21.7587,23/03/2020,6,confirmed
,Congo (Kinshasa),-4.0383,21.7587,24/03/2020,9,confirmed
,Congo (Kinshasa),-4.0383,21.7587,25/03/2020,3,confirmed
,Congo (Kinshasa),-4.0383,21.7587,26/03/2020,3,confirmed
,Congo (Kinshasa),-4.0383,21.7587,27/03/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,22/01/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,23/01/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,24/01/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,25/01/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,26/01/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,27/01/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,28/01/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,29/01/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,30/01/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,31/01/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,01/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,02/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,03/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,04/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,05/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,06/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,07/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,08/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,09/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,10/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,11/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,12/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,13/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,14/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,15/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,16/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,17/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,18/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,19/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,20/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,21/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,22/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,23/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,24/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,25/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,26/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,27/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,28/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,29/02/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,01/03/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,02/03/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,03/03/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,04/03/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,05/03/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,06/03/2020,1,confirmed
,Costa Rica,9.7489,-83.7534,07/03/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,08/03/2020,4,confirmed
,Costa Rica,9.7489,-83.7534,09/03/2020,4,confirmed
,Costa Rica,9.7489,-83.7534,10/03/2020,0,confirmed
,Costa Rica,9.7489,-83.7534,11/03/2020,4,confirmed
,Costa Rica,9.7489,-83.7534,12/03/2020,9,confirmed
,Costa Rica,9.7489,-83.7534,13/03/2020,1,confirmed
,Costa Rica,9.7489,-83.7534,14/03/2020,3,confirmed
,Costa Rica,9.7489,-83.7534,15/03/2020,1,confirmed
,Costa Rica,9.7489,-83.7534,16/03/2020,8,confirmed
,Costa Rica,9.7489,-83.7534,17/03/2020,6,confirmed
,Costa Rica,9.7489,-83.7534,18/03/2020,9,confirmed
,Costa Rica,9.7489,-83.7534,19/03/2020,19,confirmed
,Costa Rica,9.7489,-83.7534,20/03/2020,20,confirmed
,Costa Rica,9.7489,-83.7534,21/03/2020,28,confirmed
,Costa Rica,9.7489,-83.7534,22/03/2020,17,confirmed
,Costa Rica,9.7489,-83.7534,23/03/2020,24,confirmed
,Costa Rica,9.7489,-83.7534,24/03/2020,19,confirmed
,Costa Rica,9.7489,-83.7534,25/03/2020,24,confirmed
,Costa Rica,9.7489,-83.7534,26/03/2020,30,confirmed
,Costa Rica,9.7489,-83.7534,27/03/2020,32,confirmed
,Cote d'Ivoire,7.54,-5.5471,22/01/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,23/01/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,24/01/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,25/01/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,26/01/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,27/01/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,28/01/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,29/01/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,30/01/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,31/01/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,01/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,02/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,03/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,04/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,05/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,06/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,07/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,08/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,09/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,10/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,11/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,12/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,13/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,14/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,15/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,16/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,17/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,18/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,19/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,20/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,21/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,22/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,23/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,24/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,25/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,26/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,27/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,28/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,29/02/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,01/03/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,02/03/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,03/03/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,04/03/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,05/03/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,06/03/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,07/03/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,08/03/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,09/03/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,10/03/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,11/03/2020,1,confirmed
,Cote d'Ivoire,7.54,-5.5471,12/03/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,13/03/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,14/03/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,15/03/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,16/03/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,17/03/2020,4,confirmed
,Cote d'Ivoire,7.54,-5.5471,18/03/2020,1,confirmed
,Cote d'Ivoire,7.54,-5.5471,19/03/2020,3,confirmed
,Cote d'Ivoire,7.54,-5.5471,20/03/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,21/03/2020,5,confirmed
,Cote d'Ivoire,7.54,-5.5471,22/03/2020,0,confirmed
,Cote d'Ivoire,7.54,-5.5471,23/03/2020,11,confirmed
,Cote d'Ivoire,7.54,-5.5471,24/03/2020,48,confirmed
,Cote d'Ivoire,7.54,-5.5471,25/03/2020,7,confirmed
,Cote d'Ivoire,7.54,-5.5471,26/03/2020,16,confirmed
,Cote d'Ivoire,7.54,-5.5471,27/03/2020,5,confirmed
,Croatia,45.1,15.2,22/01/2020,0,confirmed
,Croatia,45.1,15.2,23/01/2020,0,confirmed
,Croatia,45.1,15.2,24/01/2020,0,confirmed
,Croatia,45.1,15.2,25/01/2020,0,confirmed
,Croatia,45.1,15.2,26/01/2020,0,confirmed
,Croatia,45.1,15.2,27/01/2020,0,confirmed
,Croatia,45.1,15.2,28/01/2020,0,confirmed
,Croatia,45.1,15.2,29/01/2020,0,confirmed
,Croatia,45.1,15.2,30/01/2020,0,confirmed
,Croatia,45.1,15.2,31/01/2020,0,confirmed
,Croatia,45.1,15.2,01/02/2020,0,confirmed
,Croatia,45.1,15.2,02/02/2020,0,confirmed
,Croatia,45.1,15.2,03/02/2020,0,confirmed
,Croatia,45.1,15.2,04/02/2020,0,confirmed
,Croatia,45.1,15.2,05/02/2020,0,confirmed
,Croatia,45.1,15.2,06/02/2020,0,confirmed
,Croatia,45.1,15.2,07/02/2020,0,confirmed
,Croatia,45.1,15.2,08/02/2020,0,confirmed
,Croatia,45.1,15.2,09/02/2020,0,confirmed
,Croatia,45.1,15.2,10/02/2020,0,confirmed
,Croatia,45.1,15.2,11/02/2020,0,confirmed
,Croatia,45.1,15.2,12/02/2020,0,confirmed
,Croatia,45.1,15.2,13/02/2020,0,confirmed
,Croatia,45.1,15.2,14/02/2020,0,confirmed
,Croatia,45.1,15.2,15/02/2020,0,confirmed
,Croatia,45.1,15.2,16/02/2020,0,confirmed
,Croatia,45.1,15.2,17/02/2020,0,confirmed
,Croatia,45.1,15.2,18/02/2020,0,confirmed
,Croatia,45.1,15.2,19/02/2020,0,confirmed
,Croatia,45.1,15.2,20/02/2020,0,confirmed
,Croatia,45.1,15.2,21/02/2020,0,confirmed
,Croatia,45.1,15.2,22/02/2020,0,confirmed
,Croatia,45.1,15.2,23/02/2020,0,confirmed
,Croatia,45.1,15.2,24/02/2020,0,confirmed
,Croatia,45.1,15.2,25/02/2020,1,confirmed
,Croatia,45.1,15.2,26/02/2020,2,confirmed
,Croatia,45.1,15.2,27/02/2020,0,confirmed
,Croatia,45.1,15.2,28/02/2020,2,confirmed
,Croatia,45.1,15.2,29/02/2020,1,confirmed
,Croatia,45.1,15.2,01/03/2020,1,confirmed
,Croatia,45.1,15.2,02/03/2020,0,confirmed
,Croatia,45.1,15.2,03/03/2020,2,confirmed
,Croatia,45.1,15.2,04/03/2020,1,confirmed
,Croatia,45.1,15.2,05/03/2020,0,confirmed
,Croatia,45.1,15.2,06/03/2020,1,confirmed
,Croatia,45.1,15.2,07/03/2020,1,confirmed
,Croatia,45.1,15.2,08/03/2020,0,confirmed
,Croatia,45.1,15.2,09/03/2020,0,confirmed
,Croatia,45.1,15.2,10/03/2020,2,confirmed
,Croatia,45.1,15.2,11/03/2020,5,confirmed
,Croatia,45.1,15.2,12/03/2020,0,confirmed
,Croatia,45.1,15.2,13/03/2020,13,confirmed
,Croatia,45.1,15.2,14/03/2020,6,confirmed
,Croatia,45.1,15.2,15/03/2020,11,confirmed
,Croatia,45.1,15.2,16/03/2020,8,confirmed
,Croatia,45.1,15.2,17/03/2020,8,confirmed
,Croatia,45.1,15.2,18/03/2020,16,confirmed
,Croatia,45.1,15.2,19/03/2020,24,confirmed
,Croatia,45.1,15.2,20/03/2020,23,confirmed
,Croatia,45.1,15.2,21/03/2020,78,confirmed
,Croatia,45.1,15.2,22/03/2020,48,confirmed
,Croatia,45.1,15.2,23/03/2020,61,confirmed
,Croatia,45.1,15.2,24/03/2020,67,confirmed
,Croatia,45.1,15.2,25/03/2020,60,confirmed
,Croatia,45.1,15.2,26/03/2020,53,confirmed
,Croatia,45.1,15.2,27/03/2020,91,confirmed
,Cuba,22,-80,22/01/2020,0,confirmed
,Cuba,22,-80,23/01/2020,0,confirmed
,Cuba,22,-80,24/01/2020,0,confirmed
,Cuba,22,-80,25/01/2020,0,confirmed
,Cuba,22,-80,26/01/2020,0,confirmed
,Cuba,22,-80,27/01/2020,0,confirmed
,Cuba,22,-80,28/01/2020,0,confirmed
,Cuba,22,-80,29/01/2020,0,confirmed
,Cuba,22,-80,30/01/2020,0,confirmed
,Cuba,22,-80,31/01/2020,0,confirmed
,Cuba,22,-80,01/02/2020,0,confirmed
,Cuba,22,-80,02/02/2020,0,confirmed
,Cuba,22,-80,03/02/2020,0,confirmed
,Cuba,22,-80,04/02/2020,0,confirmed
,Cuba,22,-80,05/02/2020,0,confirmed
,Cuba,22,-80,06/02/2020,0,confirmed
,Cuba,22,-80,07/02/2020,0,confirmed
,Cuba,22,-80,08/02/2020,0,confirmed
,Cuba,22,-80,09/02/2020,0,confirmed
,Cuba,22,-80,10/02/2020,0,confirmed
,Cuba,22,-80,11/02/2020,0,confirmed
,Cuba,22,-80,12/02/2020,0,confirmed
,Cuba,22,-80,13/02/2020,0,confirmed
,Cuba,22,-80,14/02/2020,0,confirmed
,Cuba,22,-80,15/02/2020,0,confirmed
,Cuba,22,-80,16/02/2020,0,confirmed
,Cuba,22,-80,17/02/2020,0,confirmed
,Cuba,22,-80,18/02/2020,0,confirmed
,Cuba,22,-80,19/02/2020,0,confirmed
,Cuba,22,-80,20/02/2020,0,confirmed
,Cuba,22,-80,21/02/2020,0,confirmed
,Cuba,22,-80,22/02/2020,0,confirmed
,Cuba,22,-80,23/02/2020,0,confirmed
,Cuba,22,-80,24/02/2020,0,confirmed
,Cuba,22,-80,25/02/2020,0,confirmed
,Cuba,22,-80,26/02/2020,0,confirmed
,Cuba,22,-80,27/02/2020,0,confirmed
,Cuba,22,-80,28/02/2020,0,confirmed
,Cuba,22,-80,29/02/2020,0,confirmed
,Cuba,22,-80,01/03/2020,0,confirmed
,Cuba,22,-80,02/03/2020,0,confirmed
,Cuba,22,-80,03/03/2020,0,confirmed
,Cuba,22,-80,04/03/2020,0,confirmed
,Cuba,22,-80,05/03/2020,0,confirmed
,Cuba,22,-80,06/03/2020,0,confirmed
,Cuba,22,-80,07/03/2020,0,confirmed
,Cuba,22,-80,08/03/2020,0,confirmed
,Cuba,22,-80,09/03/2020,0,confirmed
